央视频道,#genre#
CCTV1,http://59.173.134.164:8880/rtp/239.254.96.96:8550
CCTV1,http://113.13.177.25:5678/udp/239.81.0.102:4056
CCTV1,http://171.107.72.19:4000/udp/239.81.0.102:4056
CCTV1,http://113.13.177.25:5678/udp/239.81.0.13:4056
CCTV1,http://59.53.166.129:8888/udp/239.252.219.200:5140
CCTV1,http://115.239.107.34:9999/udp/233.50.201.118:5140
CCTV1,http://115.221.89.6:8888/udp/233.50.201.118:5140
CCTV1,http://115.239.1.122:8888/udp/233.50.200.130:5140
CCTV1,http://115.221.89.6:8888/udp/233.50.201.226:5140
CCTV1,http://60.182.235.228:9999/udp/233.50.200.130:5140
CCTV1 ,http://144.52.199.13:8888/udp/239.21.1.120:5002
CCTV1 ,http://123.113.98.224:4022/rtp/239.3.1.129:8008
CCTV1 ,http://123.117.236.35:8680/rtp/239.3.1.129:8008
CCTV1 ,http://123.113.111.37:4022/rtp/239.3.1.129:8008
CCTV1 ,http://123.122.160.88:19999/rtp/239.3.1.129:8008
CCTV1 ,http://124.64.235.94:8012/rtp/239.3.1.129:8008
CCTV1 ,http://123.122.163.177:19999/rtp/239.3.1.129:8008
CCTV1 ,http://123.113.237.36:8012/rtp/239.3.1.129:8008
CCTV1 ,http://114.246.98.16:8012/rtp/239.3.1.129:8008
CCTV1 ,http://123.113.186.207:8000/rtp/239.3.1.129:8008
CCTV2,http://124.230.56.165:55555/udp/239.76.253.152:9000
CCTV2,http://113.13.177.25:5678/udp/239.81.0.115:4056
CCTV2,http://113.13.177.25:5678/udp/239.81.0.14:4056
CCTV2,http://171.107.72.19:4000/udp/239.81.0.115:4056
CCTV2,http://59.53.166.129:8888/udp/239.252.220.183:5140
CCTV2,http://115.221.89.6:8888/udp/233.50.200.25:5140
CCTV2,http://115.239.1.122:8888/udp/233.50.200.25:5140
CCTV2,http://60.182.235.228:9999/udp/233.50.200.25:5140
CCTV2,http://60.182.235.228:9999/udp/233.50.201.119:5140
CCTV2,http://115.239.1.122:8888/udp/233.50.201.119:5140
CCTV2 ,http://144.52.199.13:8888/udp/239.21.1.151:5002
CCTV2 ,http://124.64.235.94:8012/rtp/239.3.1.60:8084
CCTV2 ,http://123.113.111.37:4022/rtp/239.3.1.60:8084
CCTV2 ,http://123.122.160.88:19999/rtp/239.3.1.60:8084
CCTV2 ,http://123.113.98.224:4022/rtp/239.3.1.60:8084
CCTV2 ,http://123.122.163.177:19999/rtp/239.3.1.60:8084
CCTV2 ,http://111.193.234.224:8888/rtp/239.3.1.60:8084
CCTV2 ,http://114.246.98.16:8012/rtp/239.3.1.60:8084
CCTV2 ,http://123.113.237.36:8012/rtp/239.3.1.60:8084
CCTV2 ,http://123.113.186.207:8000/rtp/239.3.1.60:8084
CCTV3,http://124.230.56.165:55555/udp/239.76.246.153:1234
CCTV3,http://124.230.56.165:55555/udp/239.76.253.153:9000
CCTV3,http://113.13.177.25:5678/udp/239.81.0.231:4056
CCTV3,http://59.53.166.129:8888/udp/239.252.219.252:5140
CCTV3,http://59.53.166.129:8888/udp/239.252.220.193:5140
